413,267
365,279
933,551
983,474
623,797
893,455
939,148
268,851
147,266
670,955
137,117
491,145
53,40
107,86
640,399
287,765
664,966
636,263
985,741
155,775
829,383
450,102
662,636
830,901
265,126
957,457
595,146
242,86
652,348
478,451
290,936
608,138
303,559
566,65
321,191
544,710
862,382
775,785
905,489
982,68
333,238
873,748
47,120
796,644
617,727
925,237
925,433
600,623
305,347
774,661
228,393
844,719
992,340
829,317
64,515
776,920
377,681
648,871
824,560
129,934
77,150
898,458
881,311
640,740
803,807
956,810
397,94
851,594
558,327
968,38
974,565
363,55
577,136
742,691
875,271
803,131
388,871
797,621
813,386
552,460
871,898
630,162
318,5
264,690
144,732
602,275
364,90
356,345
440,74
678,45
565,871
145,902
220,162
494,903
790,710
446,750
949,2
638,633
116,201
190,164
78,181
947,326
374,767
443,324
762,475
2,274
110,291
612,880
253,157
999,358
574,278
417,747
66,354
750,53
82,993
375,416
222,284
738,479
319,107
507,709
638,781
797,996
334,110
229,586
520,404
14,732
663,658
339,90
41,709
151,701
189,907
404,806
638,518
935,541
290,93
775,180
466,39
657,426
596,952
831,272
896,662
891,185
370,180
697,505
10,949
812,658
681,433
792,812
276,844
801,918
8,192
988,267
38,459
598,711
895,801
823,162
701,971
263,441
581,129
126,898
525,971
374,591
237,618
676,520
595,121
390,95
52,421
951,717
83,671
947,570
4,989
713,416
250,984
382,432
397,822
112,89
677,50
54,776
640,365
443,391
217,651
821,685
444,266
857,536
787,364
59,528
136,46
148,947
210,79
513,101
762,148
277,302
515,848
119,693
918,250
746,762
822,690
693,163
45,515
281,329
17,386
902,812
583,882
280,825
791,948
130,574
554,98
106,315
374,186
718,909
923,461
834,543
734,187
60,767
930,26
167,762
229,876
380,618
705,466
131,562
365,915
915,562
905,72
338,885
634,327
874,866
735,573
9,685
172,504
425,418
944,705
586,113
283,30
624,995
833,751
734,148
880,576
547,518
179,656
901,632
705,451
921,557
414,887
792,186
72,789
260,362
926,355
347,488
182,656
86,805
49,739
393,958
717,408
623,219
254,449
708,806
66,695
52,268
519,296
918,374
308,952
168,481
439,96
512,651
972,8
630,766
152,785
612,481
48,143
874,889
669,134
403,360
256,649
328,87
695,81
132,348
110,698
502,92
325,724
550,833
43,702
3,989
545,365
171,195
8,869
243,499
425,878
806,806
200,720
209,365
552,845
113,982
267,722
496,246
56,821
370,63
140,338
62,181
550,176
248,458
987,685
591,984
858,591
634,285
188,721
355,640
699,591
25,192
538,211
242,332
603,690
731,381
341,843
335,535
772,687
462,91
692,553
694,313
414,182
446,428
576,653
212,684
969,570
878,4
42,975
375,366
418,434
784,380
954,650
599,147
980,317
41,334
8,604
249,79
580,992
814,26
37,421
825,190
645,741
507,532
113,328
696,663
105,186
576,718
21,636
763,778
970,924
759,790
579,382
20,469
440,241
658,183
505,530
750,469
154,160
912,431
137,545
35,952
345,521
992,240
303,396
888,919
170,256
212,886
614,93
114,896
712,139
223,954
567,561
207,561
893,665
813,910
651,901
778,4
913,51
643,425
989,783
116,96
425,912
163,580
488,498
735,514
261,99
625,94
391,236
616,922
808,754
707,307
86,42
531,878
116,630
151,197
425,480
709,94
401,209
134,787
888,206
109,281
239,163
655,939
415,417
721,630
308,84
642,283
815,926
986,196
921,768
541,837
544,989
95,608
314,673
919,943
635,545
169,974
702,365
840,644
995,600
373,225
651,594
28,336
263,88
773,364
61,685
222,133
962,406
766,216
367,603
940,673
177,774
605,131
292,856
496,172
69,64
537,995
859,801
104,720
689,522
774,315
310,466
846,332
60,177
544,65
260,846
910,791
717,505
709,352
67,631
386,769
855,302
3,562
255,500
145,14
387,836
634,813
234,961
754,841
159,302
371,123
501,189
739,43
676,867
692,345
828,566
452,252
213,93
510,26
72,50
677,993
561,443
793,132
40,364
315,471
566,856
682,539
930,410
605,276
839,18
313,696
773,874
778,244
110,483
716,823
920,583
435,608
948,64
904,652
770,502
568,19
167,586
975,354
483,669
812,958
278,718
789,944
208,335
33,741
94,975
766,179
12,876
737,886
529,587
160,543
165,83
694,334
418,240
567,790
348,806
16,379
199,328
29,440
194,940
904,583
744,832
697,553
325,286
803,684
454,637
188,472
40,875
606,981
82,718
238,845
693,363
687,987
540,826
229,203
702,293
164,242
801,680
367,196
151,626
253,764
485,352
56,280
545,12
65,663
866,761
728,4
693,351
69,631
263,352
218,791
556,406
87,377
988,522
249,810
681,351
13,641
279,426
864,61
743,802
123,410
728,991
317,596
58,541
295,667
475,835
922,720
476,879
5,456
104,153
177,472
768,742
555,624
245,434
36,984
944,8
435,301
97,775
122,590
942,208
1,252
900,799
685,920
230,99
376,794
984,766
283,592
400,779
105,880
273,365
573,920
182,272
17,390
395,395
788,29
138,801
766,408
427,897
185,334
524,702
12,780
620,319
342,553
219,393
210,568
334,942
270,284
596,587
979,85
650,826
85,215
263,467
39,430
393,964
466,481
411,121
247,308
639,121
326,628
660,465
839,509
52,361
683,986
933,414
865,610
95,270
659,928
348,26
180,983
84,386
103,183
653,488
996,557
490,273
518,425
779,685
113,707
722,354
978,494
365,943
580,389
499,624
573,671
504,517
617,289
970,695
923,35
164,931
855,256
826,286
924,333
413,513
731,656
357,511
472,90
539,263
93,40
120,133
827,529
121,29
587,498
908,6
602,248
186,933
263,368
23,109
314,679
594,592
452,478
141,154
873,175
564,353
785,139
626,233
946,194
48,731
552,800
2,188
327,40
397,238
341,804
517,335
507,199
502,569
479,30
556,376
49,772
204,795
851,895
348,577
793,435
96,166
766,110
434,200
909,987
425,945
153,576
145,420
345,149
884,801
729,744
468,472
723,421
807,310
440,609
457,534
554,887
438,40
224,675
666,993
948,419
975,369
486,200
316,88
351,421
404,380
215,2
220,621
627,126
388,492
89,728
519,276
490,90
909,850
571,265
609,398
279,821
3,200
574,381
147,502
888,939
247,102
936,891
833,255
122,100
194,20
654,207
399,24
614,126
698,715
820,15
285,75
59,347
545,169
227,691
604,158
399,309
873,854
801,908
21,681
415,879
243,881
916,263
870,332
901,752
331,933
172,115
106,337
218,450
177,413
273,61
731,803
661,312
596,444
136,943
910,409
454,887
918,292
178,157
973,71
996,527
938,4
262,659
900,948
979,938
360,872
123,498
810,640
724,991
627,980
927,222
829,515
119,714
202,96
414,795
813,797
118,185
281,417
364,958
483,276
357,459
841,273
995,818
818,341
327,133
417,368
429,275
521,404
400,84
763,780
311,63
119,538
752,844
250,245
591,167
301,717
39,385
467,335
474,291
899,75
363,554
663,135
913,866
343,178
141,286
3,294
651,355
214,773
811,82
862,199
975,999
877,634
884,322
490,520
50,522
944,450
45,486
493,826
474,170
774,794
230,22
52,958
786,67
233,371
454,225
203,962
533,712
218,114
910,202
921,325
253,175
377,98
548,971
767,189
638,796
950,36
320,590
34,379
805,321
518,981
152,472
678,863
954,752
4,117
752,909
82,262
186,863
171,696
795,210
282,698
570,694
250,430
334,718
120,344
987,137
330,61
41,81
504,645
953,331
375,319
60,930
297,607
502,7
549,607
192,478
79,681
238,363
290,162
825,625
462,289
982,850
456,659
795,56
692,403
843,102
147,987
466,918
46,783
876,118
142,312
452,218
164,429
864,507
411,132
645,825
634,371
563,220
47,157
455,380
775,213
888,106
989,902
786,337
762,145
940,80
470,329
69,496
839,714
947,113
921,853
556,103
679,919
141,307
802,253
180,669
87,295
785,942
512,674
228,598
847,165
256,808
842,368
784,713
353,691
268,52
646,375
459,273
602,255
673,186
555,963
953,115
370,941
777,837
129,30
692,233
956,833
737,919
490,391
359,371
527,461
558,734
889,544
399,481
676,180
735,660
958,247
321,19
768,785
413,339
88,441
576,695
646,664
777,661
387,519
504,105
923,582
176,963
454,702
747,163
964,563
410,963
690,339
403,725
313,589
352,505
603,731
184,385
991,142
175,955
358,801
942,315
983,651
783,327
18,919
29,435
454,969
38,599
402,58
190,111
607,777
746,131
315,919
949,591
35,66
118,327
526,293
421,296
41,29
676,912
271,160
204,211
23,934
93,907
256,841
893,215
499,220
912,567
847,228
452,693
773,581
206,425
441,852
346,712
733,124
487,411
208,279
384,671
968,364
276,7
99,653
494,679
349,514
96,289
636,548
301,789
320,295
348,588
157,448
444,167
153,230
445,56
364,417
960,925
996,906
114,404
145,906
419,47
49,542
751,335
34,561
101,759
585,446
676,143
915,881
267,22
945,872
282,601
410,579
336,273
502,696
101,790
718,378
49,522
30,862
755,54
371,5
155,299
733,741
617,46
105,680
284,34
236,835
305,786
43,741
704,184
135,985
896,607
916,715
359,816
64,119
689,316
23,876
281,117
142,733
597,826
516,183
334,216
786,345
857,208
563,823
213,994
671,643
326,966
620,861
91,901
589,88
86,100
322,869
161,925
22,921
898,2
296,249
648,798
61,220
916,375
603,865
663,410
619,820
168,425
461,756
968,862
114,370
584,176
189,859
281,387
884,327
43,13
358,63
974,506
829,350
526,172
323,646
859,600
200,773
799,657
547,246
746,384
198,928
447,697
219,219
143,211
409,465
504,4
720,955
8,580
173,842
914,982
298,741
32,905
114,541
261,400
154,939
78,89
623,901
5,985
959,262
254,558
224,955
927,429
596,538
483,20
514,248
64,700
62,927
201,50
688,527
107,735
232,251
421,581
632,83
578,83
645,13
318,613
182,508
796,835
55,873
13,865
81,591
902,85
300,825
497,726
628,351
891,50
575,870
232,710
459,206
768,48
628,971
266,865
720,940
790,229
91,87
568,292
339,164
917,239
224,985
814,764
375,497
468,928
880,708
7,477
716,658
731,749
927,902
977,840
713,198
543,401
951,637
524,218
513,415
308,604
633,226
958,155
977,340
225,122
770,874
402,186
